# timestamp x y z roll pitch yaw
1751339164.843402863 -0.042950347 -0.005407786 0.554039180 0.002823407 0.054955803 -0.000051310
1751339164.944272518 -0.036983613 -0.005931352 0.576453209 0.002739075 0.056015808 -0.000143496
1751339165.045135498 -0.032467738 -0.006895578 0.600118637 0.002533960 0.057235114 -0.000400854
1751339165.145981789 -0.028173562 -0.007816548 0.624558449 0.002384191 0.058256648 -0.000655927
1751339165.246819496 -0.026101347 -0.008699771 0.641758442 0.002184715 0.058577344 -0.000878598
1751339165.347702503 -0.029510979 -0.009330339 0.652480006 0.002063039 0.060037363 -0.000965035
1751339165.448539734 -0.033397965 -0.009949978 0.663448036 0.001951814 0.061260119 -0.001081177
1751339165.549420595 -0.036944281 -0.010549987 0.674772024 0.001847436 0.062194098 -0.001211037
1751339165.650286198 -0.040273242 -0.011011355 0.686734915 0.001696457 0.062839590 -0.001273459
1751339165.751113176 -0.042917691 -0.011718063 0.698467553 0.001481941 0.063689001 -0.001489466
1751339165.851950407 -0.048215039 -0.012329474 0.718231082 0.001314981 0.065412149 -0.001618255
1751339165.952821255 -0.053804763 -0.012890304 0.737180591 0.001147778 0.066735134 -0.001768274
1751339166.053663731 -0.059474859 -0.013433823 0.755178094 0.000973773 0.068066418 -0.001901001
1751339166.154524326 -0.065825313 -0.013995387 0.772976935 0.000804119 0.069196112 -0.002034481
